selection_unit_id,spec,kind,factor_dim,state_dim,horizon,latent_k,feature_blocks,provided_source,residual_base,residual_k,stage1_engine,legacy_spec,selection_protocol_name,train_window_mode,rolling_train_months,refit_every,rebalance_every,r2_oos_ret_mean,r2_oos_ret_median,r2_roll_ret_q10,r2_roll_ret_min,r2_oos_state_mean,r2_oos_state_median,r2_roll_state_q10,r2_roll_state_min,train_obs_mean,train_obs_min_mean,train_obs_max_mean,cross_mean_abs_rho,cross_max_abs_rho,n_blocks,selection_split_mode,selection_val_months_requested,fail_return,fail_state,fail_cross,warn_cross,passes_guard,score_ret_mean_rank,score_ret_q10_rank,score_state_mean_rank,score_state_q10_rank,score_ret_mean_component,score_ret_q10_component,score_state_mean_component,score,stage1_mean_variant_label,mean_model_kind,cheap_rank,cheap_selected_for_rerank,recommended,official_selected_stage1,diagnostic_stage2,stage1_selected_rank
pls_ret_ff5_curve_macro7_H6_k1__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H6_k1,pls,1,1,6.0,1.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.025076372890439055,0.02555430764542277,-0.01870540357044803,-0.03769176059358311,0.8078139697757398,0.8078139697757398,0.7118136906641048,0.5930827148406159,234.0,192.0,240.0,0.33004217174656536,0.8921808105313007,1,trailing_holdout,240,False,False,False,False,True,0.56,0.62,0.6599999999999999,0.7,0.021314916956873195,-0.0028058105355672045,0.0,0.01850910642130599,regime_mean,factor_apt_regime,34,False,False,False,False,
pls_H2_k1__rolling240m_annual__baseline_mean,pls_H2_k1,pls,1,1,2.0,1.0,returns,,,,ported_legacy_v2,pls_H2_k1,rolling240m_annual,rolling,240,12,1,0.022387614456758038,0.024004196615339812,-0.011657515016978266,-0.019920083543555026,0.586057249214601,0.586057249214601,0.5050125260832248,0.3934040048548417,234.0,192.0,240.0,0.6718072336936003,0.8499217456929818,1,trailing_holdout,240,False,False,False,False,True,0.52,0.76,0.45999999999999996,0.36,0.019029472288244333,-0.0017486272525467398,0.0,0.017280845035697594,baseline_mean,factor_apt,35,False,False,False,False,
pls_H2_k1__rolling240m_annual__regime_mean,pls_H2_k1,pls,1,1,2.0,1.0,returns,,,,ported_legacy_v2,pls_H2_k1,rolling240m_annual,rolling,240,12,1,0.022387614456758038,0.024004196615339812,-0.011657515016978266,-0.019920083543555026,0.586057249214601,0.586057249214601,0.5050125260832248,0.3934040048548417,234.0,192.0,240.0,0.6718072336936003,0.8499217456929818,1,trailing_holdout,240,False,False,False,False,True,0.52,0.76,0.45999999999999996,0.36,0.019029472288244333,-0.0017486272525467398,0.0,0.017280845035697594,regime_mean,factor_apt_regime,36,False,False,False,False,
pca_k1__rolling240m_annual__baseline_mean,pca_k1,pca,1,1,,1.0,,,,,ported_legacy_v2,pca_only_k1,rolling240m_annual,rolling,240,12,1,0.019553473495871332,0.010771107861305307,-0.009240556426773053,-0.02403889891804383,0.027422443401133312,0.027422443401133312,-0.0012218132530219528,-0.03564980549003982,234.0,192.0,240.0,0.7014591450133735,0.9829047513533912,1,trailing_holdout,240,False,False,True,True,False,0.4,0.8,0.16000000000000003,0.24,0.016620452471490632,-0.001386083464015958,0.0,0.015234369007474675,baseline_mean,factor_apt,37,False,False,False,False,
pca_k1__rolling240m_annual__regime_mean,pca_k1,pca,1,1,,1.0,,,,,ported_legacy_v2,pca_only_k1,rolling240m_annual,rolling,240,12,1,0.019553473495871332,0.010771107861305307,-0.009240556426773053,-0.02403889891804383,0.027422443401133312,0.027422443401133312,-0.0012218132530219528,-0.03564980549003982,234.0,192.0,240.0,0.7014591450133735,0.9829047513533912,1,trailing_holdout,240,False,False,True,True,False,0.4,0.8,0.16000000000000003,0.24,0.016620452471490632,-0.001386083464015958,0.0,0.015234369007474675,regime_mean,factor_apt_regime,38,False,False,False,False,
pls_ret_ff5_curve_macro7_H3_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H3_k2,pls,2,2,3.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.03853953775139153,0.03788566640537505,-0.11841530274934156,-0.1670482318479115,0.7919986089334919,0.7919986089334919,0.6708536105261075,0.5380259735940955,234.0,192.0,240.0,0.5091380861940428,0.9444976524662684,1,trailing_holdout,240,False,False,False,False,True,0.86,0.14,0.62,0.6,0.0327586070886828,-0.017762295412401232,0.0,0.014996311676281567,baseline_mean,factor_apt,39,False,False,False,False,
pls_ret_ff5_curve_macro7_H3_k2__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H3_k2,pls,2,2,3.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.03853953775139153,0.03788566640537505,-0.11841530274934156,-0.1670482318479115,0.7919986089334919,0.7919986089334919,0.6708536105261075,0.5380259735940955,234.0,192.0,240.0,0.5091380861940428,0.9444976524662684,1,trailing_holdout,240,False,False,False,False,True,0.86,0.14,0.62,0.6,0.0327586070886828,-0.017762295412401232,0.0,0.014996311676281567,regime_mean,factor_apt_regime,40,False,False,False,False,
pls_H3_k1__rolling240m_annual__baseline_mean,pls_H3_k1,pls,1,1,3.0,1.0,returns,,,,ported_legacy_v2,pls_H3_k1,rolling240m_annual,rolling,240,12,1,0.020007628213860422,0.02082330074230998,-0.015751659924738495,-0.024840675284388034,0.5803615276858605,0.5803615276858605,0.4946876636221743,0.39058536025672763,234.0,192.0,240.0,0.7537360520229668,0.9306134064643116,1,trailing_holdout,240,False,False,False,False,True,0.42000000000000004,0.6799999999999999,0.4,0.30000000000000004,0.017006483981781357,-0.0023627489887107743,0.0,0.014643734993070583,baseline_mean,factor_apt,41,False,False,False,False,
pls_H3_k1__rolling240m_annual__regime_mean,pls_H3_k1,pls,1,1,3.0,1.0,returns,,,,ported_legacy_v2,pls_H3_k1,rolling240m_annual,rolling,240,12,1,0.020007628213860422,0.02082330074230998,-0.015751659924738495,-0.024840675284388034,0.5803615276858605,0.5803615276858605,0.4946876636221743,0.39058536025672763,234.0,192.0,240.0,0.7537360520229668,0.9306134064643116,1,trailing_holdout,240,False,False,False,False,True,0.42000000000000004,0.6799999999999999,0.4,0.30000000000000004,0.017006483981781357,-0.0023627489887107743,0.0,0.014643734993070583,regime_mean,factor_apt_regime,42,False,False,False,False,
pls_H6_k3__rolling240m_annual__baseline_mean,pls_H6_k3,pls,3,3,6.0,3.0,returns,,,,ported_legacy_v2,pls_H6_k3,rolling240m_annual,rolling,240,12,1,0.020138640333812963,0.02092089433817268,-0.024295605387041945,-0.042454704760218696,0.5118123001936918,0.5401683437334377,0.4985762161208716,0.4380575443959402,234.0,192.0,240.0,0.4031990405684007,0.963247617050549,1,trailing_holdout,240,False,False,False,True,True,0.43999999999999995,0.5800000000000001,0.26,0.31999999999999995,0.017117844283741017,-0.0036443408080562914,0.0,0.013473503475684726,baseline_mean,factor_apt,43,False,False,False,False,
pls_H6_k3__rolling240m_annual__regime_mean,pls_H6_k3,pls,3,3,6.0,3.0,returns,,,,ported_legacy_v2,pls_H6_k3,rolling240m_annual,rolling,240,12,1,0.020138640333812963,0.02092089433817268,-0.024295605387041945,-0.042454704760218696,0.5118123001936918,0.5401683437334377,0.4985762161208716,0.4380575443959402,234.0,192.0,240.0,0.4031990405684007,0.963247617050549,1,trailing_holdout,240,False,False,False,True,True,0.43999999999999995,0.5800000000000001,0.26,0.31999999999999995,0.017117844283741017,-0.0036443408080562914,0.0,0.013473503475684726,regime_mean,factor_apt_regime,44,False,False,False,False,
pls_H1_k1__rolling240m_annual__baseline_mean,pls_H1_k1,pls,1,1,1.0,1.0,returns,,,,ported_legacy_v2,pls_H1_k1,rolling240m_annual,rolling,240,12,1,0.017979423610254768,0.017227976446014814,-0.01655044250448391,-0.02652882819144305,0.5786784272895562,0.5786784272895562,0.500200739930788,0.4044037576575922,234.0,192.0,240.0,0.7569305064362007,0.8535092389237354,1,trailing_holdout,240,False,False,False,False,True,0.36,0.6599999999999999,0.38,0.33999999999999997,0.015282510068716552,-0.0024825663756725866,0.0,0.012799943693043965,baseline_mean,factor_apt,45,False,False,False,False,
pls_H1_k1__rolling240m_annual__regime_mean,pls_H1_k1,pls,1,1,1.0,1.0,returns,,,,ported_legacy_v2,pls_H1_k1,rolling240m_annual,rolling,240,12,1,0.017979423610254768,0.017227976446014814,-0.01655044250448391,-0.02652882819144305,0.5786784272895562,0.5786784272895562,0.500200739930788,0.4044037576575922,234.0,192.0,240.0,0.7569305064362007,0.8535092389237354,1,trailing_holdout,240,False,False,False,False,True,0.36,0.6599999999999999,0.38,0.33999999999999997,0.015282510068716552,-0.0024825663756725866,0.0,0.012799943693043965,regime_mean,factor_apt_regime,46,False,False,False,False,
ff5_pcares_k1__rolling240m_annual__baseline_mean,ff5_pcares_k1,resid_pca,6,6,,,,,ff5,1.0,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.01817692468052025,0.007246341334987805,-0.029409594741337,-0.0889757539963261,0.015514935654031392,0.005193340032999372,-0.02556915679725245,-0.05208770052474317,234.0,192.0,240.0,0.30445900232423223,0.9706801530661093,1,trailing_holdout,240,False,False,False,True,True,0.38,0.56,0.07999999999999996,0.14,0.015450385978442211,-0.00441143921120055,0.0,0.011038946767241662,baseline_mean,factor_apt,47,False,False,False,False,
ff5_pcares_k1__rolling240m_annual__regime_mean,ff5_pcares_k1,resid_pca,6,6,,,,,ff5,1.0,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.01817692468052025,0.007246341334987805,-0.029409594741337,-0.0889757539963261,0.015514935654031392,0.005193340032999372,-0.02556915679725245,-0.05208770052474317,234.0,192.0,240.0,0.30445900232423223,0.9706801530661093,1,trailing_holdout,240,False,False,False,True,True,0.38,0.56,0.07999999999999996,0.14,0.015450385978442211,-0.00441143921120055,0.0,0.011038946767241662,regime_mean,factor_apt_regime,48,False,False,False,False,
ff5_curve_core__rolling240m_annual__baseline_mean,ff5_curve_core,provided,8,8,,,,ff5_curve_core,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.017621452495412717,-0.0001310437644512774,-0.031064105561470087,-0.08275682983407313,0.006828269240081036,-0.0015760995591836968,-0.043441379286509804,-0.05624678521382537,234.0,192.0,240.0,0.3541999462591098,0.9811508894042947,1,trailing_holdout,240,False,False,True,True,False,0.33999999999999997,0.52,0.040000000000000036,0.020000000000000018,0.01497823462110081,-0.004659615834220513,0.0,0.010318618786880297,baseline_mean,factor_apt,49,False,False,False,False,
ff5_curve_core__rolling240m_annual__regime_mean,ff5_curve_core,provided,8,8,,,,ff5_curve_core,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.017621452495412717,-0.0001310437644512774,-0.031064105561470087,-0.08275682983407313,0.006828269240081036,-0.0015760995591836968,-0.043441379286509804,-0.05624678521382537,234.0,192.0,240.0,0.3541999462591098,0.9811508894042947,1,trailing_holdout,240,False,False,True,True,False,0.33999999999999997,0.52,0.040000000000000036,0.020000000000000018,0.01497823462110081,-0.004659615834220513,0.0,0.010318618786880297,regime_mean,factor_apt_regime,50,False,False,False,False,
ff3_pcares_k2__rolling240m_annual__baseline_mean,ff3_pcares_k2,resid_pca,5,5,,,,,ff3,2.0,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.016915611398805326,0.015053807196536817,-0.03222315342439149,-0.08186576953469128,0.012116514551231394,0.019312903065867526,-0.02671736547449115,-0.03424377153037543,234.0,192.0,240.0,0.30772274660359844,0.9706222491229124,1,trailing_holdout,240,False,False,False,True,True,0.30000000000000004,0.5,0.06000000000000005,0.09999999999999998,0.014378269688984526,-0.004833473013658724,0.0,0.009544796675325803,baseline_mean,factor_apt,51,False,False,False,False,
ff3_pcares_k2__rolling240m_annual__regime_mean,ff3_pcares_k2,resid_pca,5,5,,,,,ff3,2.0,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.016915611398805326,0.015053807196536817,-0.03222315342439149,-0.08186576953469128,0.012116514551231394,0.019312903065867526,-0.02671736547449115,-0.03424377153037543,234.0,192.0,240.0,0.30772274660359844,0.9706222491229124,1,trailing_holdout,240,False,False,False,True,True,0.30000000000000004,0.5,0.06000000000000005,0.09999999999999998,0.014378269688984526,-0.004833473013658724,0.0,0.009544796675325803,regime_mean,factor_apt_regime,52,False,False,False,False,
ff1__rolling240m_annual__baseline_mean,ff1,provided,1,1,,,,ff1,,,ported_legacy_v2,ff_mkt,rolling240m_annual,rolling,240,12,1,0.012817353393551648,0.008329449015503698,-0.010676319871876906,-0.017831436098041276,0.00649980496197744,0.00649980496197744,-0.013340794571699677,-0.025516536150804736,234.0,192.0,240.0,0.6929282621256113,0.9709018562872646,1,trailing_holdout,240,False,False,False,True,True,0.24,0.78,0.020000000000000018,0.21999999999999997,0.010894750384518901,-0.0016014479807815358,0.0,0.009293302403737365,baseline_mean,factor_apt,53,False,False,False,False,
ff1__rolling240m_annual__regime_mean,ff1,provided,1,1,,,,ff1,,,ported_legacy_v2,ff_mkt,rolling240m_annual,rolling,240,12,1,0.012817353393551648,0.008329449015503698,-0.010676319871876906,-0.017831436098041276,0.00649980496197744,0.00649980496197744,-0.013340794571699677,-0.025516536150804736,234.0,192.0,240.0,0.6929282621256113,0.9709018562872646,1,trailing_holdout,240,False,False,False,True,True,0.24,0.78,0.020000000000000018,0.21999999999999997,0.010894750384518901,-0.0016014479807815358,0.0,0.009293302403737365,regime_mean,factor_apt_regime,54,False,False,False,False,
pls_ret_ff5_curve_macro7_H2_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H2_k2,pls,2,2,2.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.035150160313622864,0.031200880490054206,-0.14432165411872377,-0.19532288046274995,0.811466233196545,0.811466233196545,0.6830621280997464,0.6377050101931694,234.0,192.0,240.0,0.5499147446299139,0.9184141271103254,1,trailing_holdout,240,False,False,False,False,True,0.8,0.040000000000000036,0.6799999999999999,0.64,0.029877636266579435,-0.021648248117808567,0.0,0.008229388148770868,baseline_mean,factor_apt,55,False,False,False,False,
pls_ret_ff5_curve_macro7_H2_k2__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H2_k2,pls,2,2,2.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.035150160313622864,0.031200880490054206,-0.14432165411872377,-0.19532288046274995,0.811466233196545,0.811466233196545,0.6830621280997464,0.6377050101931694,234.0,192.0,240.0,0.5499147446299139,0.9184141271103254,1,trailing_holdout,240,False,False,False,False,True,0.8,0.040000000000000036,0.6799999999999999,0.64,0.029877636266579435,-0.021648248117808567,0.0,0.008229388148770868,regime_mean,factor_apt_regime,56,False,False,False,False,
pls_ret_macro7_H6_k3__rolling240m_annual__baseline_mean,pls_ret_macro7_H6_k3,pls,3,3,6.0,3.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H6_k3,rolling240m_annual,rolling,240,12,1,0.032683004182462456,0.02997016045586176,-0.1340184171258646,-0.190160830861465,0.8445539203156764,0.9381460220415577,0.7779210861320459,0.7592104861443576,234.0,192.0,240.0,0.5404871581940073,0.873862300657367,1,trailing_holdout,240,False,False,False,False,True,0.74,0.12,0.72,0.78,0.027780553555093086,-0.02010276256887969,0.0,0.007677790986213396,baseline_mean,factor_apt,57,False,False,False,False,
pls_ret_macro7_H6_k3__rolling240m_annual__regime_mean,pls_ret_macro7_H6_k3,pls,3,3,6.0,3.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H6_k3,rolling240m_annual,rolling,240,12,1,0.032683004182462456,0.02997016045586176,-0.1340184171258646,-0.190160830861465,0.8445539203156764,0.9381460220415577,0.7779210861320459,0.7592104861443576,234.0,192.0,240.0,0.5404871581940073,0.873862300657367,1,trailing_holdout,240,False,False,False,False,True,0.74,0.12,0.72,0.78,0.027780553555093086,-0.02010276256887969,0.0,0.007677790986213396,regime_mean,factor_apt_regime,58,False,False,False,False,
pls_ret_ff5_macro7_H6_k3__rolling240m_annual__baseline_mean,pls_ret_ff5_macro7_H6_k3,pls,3,3,6.0,3.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H6_k3,rolling240m_annual,rolling,240,12,1,0.032630676820634225,0.030388084866287746,-0.13657272109857355,-0.1960768866797235,0.8575798248514893,0.9389390821417469,0.7838895683283775,0.7667450107193052,234.0,192.0,240.0,0.5735593595369634,0.880630529517992,1,trailing_holdout,240,False,False,False,False,True,0.72,0.07999999999999996,0.74,0.8,0.02773607529753909,-0.020485908164786033,0.0,0.007250167132753057,baseline_mean,factor_apt,59,False,False,False,False,
pls_ret_ff5_macro7_H6_k3__rolling240m_annual__regime_mean,pls_ret_ff5_macro7_H6_k3,pls,3,3,6.0,3.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H6_k3,rolling240m_annual,rolling,240,12,1,0.032630676820634225,0.030388084866287746,-0.13657272109857355,-0.1960768866797235,0.8575798248514893,0.9389390821417469,0.7838895683283775,0.7667450107193052,234.0,192.0,240.0,0.5735593595369634,0.880630529517992,1,trailing_holdout,240,False,False,False,False,True,0.72,0.07999999999999996,0.74,0.8,0.02773607529753909,-0.020485908164786033,0.0,0.007250167132753057,regime_mean,factor_apt_regime,60,False,False,False,False,
pca_k3__rolling240m_annual__baseline_mean,pca_k3,pca,3,3,,3.0,,,,,ported_legacy_v2,pca_only_k3,rolling240m_annual,rolling,240,12,1,0.009565658003581902,0.001006943065312682,-0.01743360365657292,-0.05471598438362727,0.03282358427155344,0.03916222976623096,-0.02581378906659852,-0.031617713567166694,234.0,192.0,240.0,0.418666789011381,0.982863100185389,1,trailing_holdout,240,False,False,True,True,False,0.18000000000000005,0.64,0.19999999999999996,0.12,0.008130809303044616,-0.002615040548485938,0.0,0.0055157687545586784,baseline_mean,factor_apt,61,False,False,False,False,
pca_k3__rolling240m_annual__regime_mean,pca_k3,pca,3,3,,3.0,,,,,ported_legacy_v2,pca_only_k3,rolling240m_annual,rolling,240,12,1,0.009565658003581902,0.001006943065312682,-0.01743360365657292,-0.05471598438362727,0.03282358427155344,0.03916222976623096,-0.02581378906659852,-0.031617713567166694,234.0,192.0,240.0,0.418666789011381,0.982863100185389,1,trailing_holdout,240,False,False,True,True,False,0.18000000000000005,0.64,0.19999999999999996,0.12,0.008130809303044616,-0.002615040548485938,0.0,0.0055157687545586784,regime_mean,factor_apt_regime,62,False,False,False,False,
pca_k2__rolling240m_annual__baseline_mean,pca_k2,pca,2,2,,2.0,,,,,ported_legacy_v2,pca_only_k2,rolling240m_annual,rolling,240,12,1,0.010329538413667412,0.002843683796738161,-0.023317375015633825,-0.06235775368662788,0.03311973676919977,0.03311973676919977,-0.020707683626374318,-0.0261826253834182,234.0,192.0,240.0,0.5184504503643087,0.9830060580886829,1,trailing_holdout,240,False,False,True,True,False,0.19999999999999996,0.6,0.21999999999999997,0.19999999999999996,0.0087801076516173,-0.0034976062523450735,0.0,0.005282501399272227,baseline_mean,factor_apt,63,False,False,False,False,
pca_k2__rolling240m_annual__regime_mean,pca_k2,pca,2,2,,2.0,,,,,ported_legacy_v2,pca_only_k2,rolling240m_annual,rolling,240,12,1,0.010329538413667412,0.002843683796738161,-0.023317375015633825,-0.06235775368662788,0.03311973676919977,0.03311973676919977,-0.020707683626374318,-0.0261826253834182,234.0,192.0,240.0,0.5184504503643087,0.9830060580886829,1,trailing_holdout,240,False,False,True,True,False,0.19999999999999996,0.6,0.21999999999999997,0.19999999999999996,0.0087801076516173,-0.0034976062523450735,0.0,0.005282501399272227,regime_mean,factor_apt_regime,64,False,False,False,False,
pls_ret_ff5_macro7_H12_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_macro7_H12_k2,pls,2,2,12.0,2.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H12_k2,rolling240m_annual,rolling,240,12,1,0.014851916851725896,0.02055887346589491,-0.049204664641526855,-0.07694888726110143,0.9868945237432569,0.9868945237432569,0.9330120797678925,0.8896488433245737,234.0,192.0,240.0,0.556556184680384,0.6700514609321405,1,trailing_holdout,240,False,False,False,False,True,0.28,0.30000000000000004,1.0,1.0,0.01262412932396701,-0.007380699696229028,0.0,0.005243429627737983,baseline_mean,factor_apt,65,False,False,False,False,
pls_ret_ff5_macro7_H12_k2__rolling240m_annual__regime_mean,pls_ret_ff5_macro7_H12_k2,pls,2,2,12.0,2.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H12_k2,rolling240m_annual,rolling,240,12,1,0.014851916851725896,0.02055887346589491,-0.049204664641526855,-0.07694888726110143,0.9868945237432569,0.9868945237432569,0.9330120797678925,0.8896488433245737,234.0,192.0,240.0,0.556556184680384,0.6700514609321405,1,trailing_holdout,240,False,False,False,False,True,0.28,0.30000000000000004,1.0,1.0,0.01262412932396701,-0.007380699696229028,0.0,0.005243429627737983,regime_mean,factor_apt_regime,66,False,False,False,False,
pls_ret_macro7_H12_k2__rolling240m_annual__baseline_mean,pls_ret_macro7_H12_k2,pls,2,2,12.0,2.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H12_k2,rolling240m_annual,rolling,240,12,1,0.014281900696763987,0.019593533936165586,-0.04945070786109602,-0.0803406004551125,0.985824474543623,0.985824474543623,0.9082546578142481,0.8566560998205777,234.0,192.0,240.0,0.39556906543939513,0.6935135922054917,1,trailing_holdout,240,False,False,False,False,True,0.26,0.28,0.98,0.98,0.012139615592249388,-0.007417606179164402,0.0,0.004722009413084986,baseline_mean,factor_apt,67,False,False,False,False,
pls_ret_macro7_H12_k2__rolling240m_annual__regime_mean,pls_ret_macro7_H12_k2,pls,2,2,12.0,2.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H12_k2,rolling240m_annual,rolling,240,12,1,0.014281900696763987,0.019593533936165586,-0.04945070786109602,-0.0803406004551125,0.985824474543623,0.985824474543623,0.9082546578142481,0.8566560998205777,234.0,192.0,240.0,0.39556906543939513,0.6935135922054917,1,trailing_holdout,240,False,False,False,False,True,0.26,0.28,0.98,0.98,0.012139615592249388,-0.007417606179164402,0.0,0.004722009413084986,regime_mean,factor_apt_regime,68,False,False,False,False,
